,+/-,3P,3P%,3PA,AST,Age,BLK,DRB,Date,FG,FG%,FGA,FT,FT%,FTA,G,GS,GmSc,Id,MP,ORB,Opp,PF,PTS,Rk,STL,TOV,TRB,Tm,Unnamed: 5,Unnamed: 7
54,2,0,0,0,2,29-299,0,10,05/03/2003,7,0.7,10,0,0,0,53,1,14.6,willije01,40:00:00,0,HOU,4,14,53,2,0,10,TOR,0,0
55,3,0,0,0,1,29-302,2,9,08/03/2003,4,0.571,7,1,0.5,2,54,1,12.1,willije01,34:00:00,6,ATL,3,9,54,0,1,15,TOR,0,0
56,-13,0,0,0,1,29-303,0,2,09/03/2003,2,0.5,4,2,0.667,3,55,1,4.5,willije01,25:00:00,2,MEM,2,6,55,0,1,4,TOR,0,0
57,-11,0,0,0,1,29-308,0,2,14/03/2003,4,0.444,9,3,1,3,56,0,9.3,willije01,20:00,5,SAC,2,11,56,0,1,7,TOR,0,0
58,5,0,0,0,1,29-310,0,6,16/03/2003,4,0.444,9,3,1,3,57,1,9.4,willije01,33:00:00,2,LAC,2,11,57,3,3,8,TOR,0,0
59,0,0,0,1,2,29-311,2,10,17/03/2003,5,0.625,8,3,0.75,4,58,1,17,willije01,42:00:00,2,PHO,3,13,58,4,2,12,TOR,0,0
60,14,0,0,0,3,29-313,0,7,19/03/2003,3,0.6,5,2,0.333,6,59,1,10,willije01,37:00:00,3,ATL,1,8,59,1,1,10,TOR,0,0
61,-5,0,0,0,0,29-315,0,6,21/03/2003,3,0.6,5,1,0.333,3,60,1,6,willije01,19:00,3,MIA,2,7,60,2,3,9,TOR,0,0
63,2,0,0,0,1,29-324,0,6,30/03/2003,0,0,1,1,0.5,2,61,1,0.7,willije01,27:00:00,1,NYK,6,1,61,1,1,7,TOR,0,0
64,-13,0,0,0,2,29-326,0,2,01/04/2003,0,0,2,0,0,2,62,1,0.2,willije01,22:00,0,DET,4,0,62,2,0,2,TOR,0,0
65,18,0,0,0,1,29-327,0,12,02/04/2003,4,1,4,3,0.75,4,63,1,12.7,willije01,40:00:00,4,DET,2,11,63,2,5,16,TOR,0,0
66,-24,0,0,0,2,29-329,0,2,04/04/2003,3,0.375,8,1,1,1,64,1,5.1,willije01,25:00:00,1,SAS,3,7,64,2,1,3,TOR,0,0
67,-4,0,0,0,0,29-331,1,6,06/04/2003,4,0.571,7,1,1,1,65,1,5.6,willije01,36:00:00,2,NJN,5,9,65,0,2,8,TOR,0,0
68,-4,0,0,1,1,29-333,1,3,08/04/2003,5,0.714,7,3,0.75,4,66,0,12.9,willije01,24:00:00,1,MIA,2,13,66,1,0,4,TOR,0,0
70,-2,0,0,1,2,29-336,0,8,11/04/2003,7,0.636,11,6,0.5,12,68,1,17.8,willije01,39:00:00,5,MIL,3,20,68,3,4,13,TOR,0,0
71,-13,0,0,0,2,29-337,0,2,12/04/2003,3,0.429,7,0,0,0,69,1,2.8,willije01,31:00:00,1,NJN,3,6,69,0,1,3,TOR,0,0
72,0,0,0,0,0,29-340,0,8,15/04/2003,4,0.286,14,2,0.4,5,70,1,7.1,willije01,45:00:00,9,MIA,3,10,70,1,2,17,TOR,0,0
73,-6,0,0,1,0,29-341,1,5,16/04/2003,3,0.375,8,7,0.7,10,71,1,11.4,willije01,31:00:00,4,CLE,0,13,71,1,2,9,TOR,0,0
0,-1,0,0,1,2,31-057,1,1,04/12/2002,2,0.5,4,3,0.75,4,1,0,6.2,willimo01,13:00,0,BOS,2,7,1,0,0,1,PHI,0,W (+6)
1,5,0,0,0,0,31-059,0,3,06/12/2002,2,0.4,5,2,1,2,2,0,4.2,willimo01,13:00,0,SAS,0,6,2,2,2,3,PHI,@,L (-5)
2,-8,0,0,1,3,31-060,0,3,07/12/2002,2,0.2,10,1,0.5,2,3,1,2,willimo01,26:00:00,2,HOU,2,5,3,1,1,5,PHI,@,L (-25)
3,16,0,0,0,5,31-064,0,3,11/12/2002,2,0.5,4,0,0,0,4,1,4.2,willimo01,18:00,0,SEA,3,4,4,0,1,3,PHI,0,L (-4)
4,11,0,0,0,0,31-134,0,1,19/02/2003,4,1,4,1,1,1,5,0,6.9,willimo01,14:00,0,CHI,3,9,5,0,0,1,PHI,@,W (+28)
5,1,0,0,0,2,31-136,0,3,21/02/2003,1,0.25,4,1,0.5,2,6,0,1.4,willimo01,16:00,1,CLE,2,3,6,0,1,4,PHI,@,W (+20)
6,3,0,0,0,3,31-138,0,0,23/02/2003,1,1,1,0,0,0,7,0,4.1,willimo01,5:00,1,CLE,1,2,7,0,0,1,PHI,0,W (+13)
7,5,0,0,0,0,31-155,0,0,12/03/2003,0,0,1,2,1,2,8,0,0.3,willimo01,3:00,0,IND,0,2,8,0,1,0,PHI,0,W (+3)
8,5,0,0,0,0,31-159,0,0,16/03/2003,1,0.5,2,0,0,0,9,0,2.7,willimo01,7:00,1,NJN,0,2,9,1,0,1,PHI,@,W (+5)
9,8,0,0,0,1,31-161,0,2,18/03/2003,1,1,1,0,0,1,10,0,1.9,willimo01,6:00,1,MIA,1,2,10,0,1,3,PHI,@,W (+20)
10,-3,0,0,0,1,31-163,1,0,20/03/2003,1,0.333,3,2,1,2,11,0,3.7,willimo01,8:00,0,DET,0,4,11,0,0,0,PHI,@,L (-28)
11,0,0,0,0,0,31-169,0,0,26/03/2003,0,0,3,0,0,0,12,0,-1.4,willimo01,4:00,1,IND,0,0,12,1,1,1,PHI,@,W (+6)
12,6,0,0,0,1,31-172,0,3,29/03/2003,4,0.571,7,2,1,2,13,0,5.5,willimo01,19:00,2,ATL,3,10,13,0,3,5,PHI,@,W (+21)
13,1,0,0,0,1,31-174,0,4,31/03/2003,0,0,1,3,0.75,4,14,0,2.5,willimo01,18:00,1,ORL,5,3,14,0,0,5,PHI,@,W (+5)
14,1,0,0,0,0,31-176,0,1,02/04/2003,1,0.25,4,0,0,2,15,0,-1.3,willimo01,9:00,0,CHI,1,2,15,1,1,1,PHI,0,W (+7)
15,1,0,0,0,2,31-178,1,1,04/04/2003,3,1,3,0,0,0,16,0,7.8,willimo01,18:00,1,HOU,1,6,16,1,1,2,PHI,0,L (-9)
16,-13,0,0,0,1,31-180,0,2,06/04/2003,3,0.333,9,1,0.5,2,17,0,3.4,willimo01,21:00,0,SAC,1,7,17,2,1,2,PHI,0,L (-16)
17,9,0,0,0,3,31-184,1,1,10/04/2003,1,0.5,2,2,1,2,18,0,5.3,willimo01,10:00,0,BOS,2,4,18,0,0,1,PHI,@,W (+21)
18,-2,0,0,0,0,31-185,0,2,11/04/2003,3,0.375,8,0,0,0,19,0,3.5,willimo01,18:00,1,NYK,1,6,19,1,0,3,PHI,@,L (-5)
19,-2,0,0,0,0,31-187,1,3,13/04/2003,1,1,1,2,1,2,20,0,1.3,willimo01,20:00,0,NOH,5,4,20,1,3,3,PHI,0,L (-5)
21,6,0,0,0,1,31-189,0,0,15/04/2003,1,0.333,3,2,1,2,21,0,4,willimo01,10:00,0,CHI,0,4,21,1,0,0,PHI,@,L (-9)
0,-7,0,0,0,1,34-223,0,1,30/10/2002,0,0,1,0,0,0,1,0,0.2,willisc01,13:00,1,SEA,2,0,1,0,0,2,PHO,@,L (-13)
1,11,0,0,0,0,34-225,0,2,01/11/2002,2,0.333,6,2,1,2,2,0,2.4,willisc01,14:00,2,CLE,3,6,2,2,3,4,PHO,0,W (+4)
2,-9,0,0,0,0,34-228,2,1,04/11/2002,0,0,5,2,1,2,3,0,-0.7,willisc01,13:00,1,DET,4,2,3,0,0,2,PHO,0,L (-2)
3,4,0,0,0,0,34-230,1,0,06/11/2002,0,0,1,1,0.5,2,4,0,1.2,willisc01,5:00,0,ATL,1,1,4,1,0,0,PHO,0,W (+5)
4,-1,0,0,0,0,34-237,2,1,13/11/2002,1,0.5,2,1,0.5,2,5,0,2.5,willisc01,13:00,0,DEN,2,3,5,0,0,1,PHO,@,W (+3)
5,4,0,0,0,0,34-239,1,2,15/11/2002,0,0,0,0,0,0,6,0,1.9,willisc01,6:00,0,HOU,1,0,6,1,0,2,PHO,0,W (+1)
6,-11,0,0,0,0,34-243,0,2,19/11/2002,0,0,0,3,0.75,4,7,0,2,willisc01,9:00,0,UTA,3,3,7,1,1,2,PHO,@,L (-23)
7,-13,0,0,0,0,34-246,0,0,22/11/2002,0,0,3,0,0,2,8,0,-2.2,willisc01,9:00,1,SAC,0,0,8,0,0,1,PHO,@,L (-17)
8,5,0,0,0,0,34-247,0,1,23/11/2002,1,0.5,2,0,0,0,9,0,0.5,willisc01,7:00,0,DEN,2,2,9,0,0,1,PHO,0,L (-1)
9,-3,0,0,0,1,34-249,1,1,25/11/2002,3,0.6,5,0,0,0,10,0,5.8,willisc01,10:00,2,MIL,0,6,10,0,1,3,PHO,0,W (+5)
10,6,0,0,0,1,34-251,1,8,27/11/2002,8,0.421,19,0,0,0,11,1,10.9,willisc01,31:00:00,6,NJN,5,16,11,0,1,14,PHO,0,W (+7)
11,2,0,0,0,1,34-253,1,8,29/11/2002,4,0.444,9,3,0.75,4,12,1,8.8,willisc01,33:00:00,3,SAS,5,11,12,0,1,11,PHO,0,W (+7)
12,-6,0,0,0,0,34-254,1,0,30/11/2002,0,0,3,0,0,0,13,1,-3,willisc01,12:00,0,GSW,4,0,13,1,1,0,PHO,@,L (-10)
13,-8,0,0,0,0,34-256,0,2,02/12/2002,4,0.571,7,0,0,0,14,1,4.3,willisc01,24:00:00,0,MIA,5,8,14,1,0,2,PHO,0,L (-10)
14,13,0,0,0,0,34-258,1,2,04/12/2002,4,0.8,5,1,0.5,2,15,1,5.4,willisc01,21:00,0,MEM,4,9,15,0,1,2,PHO,0,W (+13)
15,-2,0,0,0,0,34-260,0,2,06/12/2002,3,0.333,9,0,0,0,16,0,3.6,willisc01,11:00,5,IND,1,6,16,0,1,7,PHO,0,W (+6)
16,-7,0,0,0,0,34-262,0,0,08/12/2002,0,0,1,0,0,0,17,0,-2.1,willisc01,3:00,0,MEM,1,0,17,0,1,0,PHO,@,L (-8)
17,-4,0,0,0,0,34-265,0,0,11/12/2002,0,0,2,0,0,0,18,0,-2.2,willisc01,4:00,0,BOS,2,0,18,0,0,0,PHO,@,W (+9)
18,5,0,0,0,2,34-267,0,4,13/12/2002,3,0.429,7,0,0,0,19,0,4.7,willisc01,21:00,2,PHI,4,6,19,0,0,6,PHO,@,W (+8)
19,0,0,0,0,1,34-268,1,1,14/12/2002,0,0,3,0,0,0,20,0,-0.8,willisc01,9:00,0,ATL,1,0,20,0,0,1,PHO,@,W (+14)
21,-5,0,0,0,0,34-271,0,3,17/12/2002,3,0.375,8,0,0,0,21,0,4.8,willisc01,11:00,3,SAC,2,6,21,1,0,6,PHO,@,L (-9)
22,9,0,0,0,1,34-274,0,2,20/12/2002,2,0.4,5,4,1,4,22,0,8,willisc01,12:00,2,LAC,0,8,22,0,0,4,PHO,@,W (+11)
23,0,0,0,0,2,34-275,0,2,21/12/2002,2,0.4,5,0,0,0,23,0,1.7,willisc01,14:00,2,SAC,5,4,23,0,1,4,PHO,0,W (+9)
24,-7,0,0,0,0,34-277,0,0,23/12/2002,0,0,0,0,0,0,24,0,-0.4,willisc01,2:00,0,SEA,1,0,24,0,0,0,PHO,0,W (+1)
25,3,0,0,0,1,34-281,0,3,27/12/2002,0,0,1,0,0,0,25,0,-0.1,willisc01,6:00,0,LAC,0,0,25,0,1,3,PHO,0,W (+13)
26,0,0,0,0,0,34-283,1,1,29/12/2002,5,0.333,15,0,0,0,26,1,3.6,willisc01,18:00,1,CLE,4,10,26,3,1,2,PHO,@,W (+19)
27,-4,0,0,0,0,34-284,0,0,30/12/2002,0,0,0,0,0,0,27,1,0.2,willisc01,6:00,0,MIN,2,0,27,1,0,0,PHO,@,L (-6)
28,9,0,0,0,0,34-287,0,3,02/01/2003,3,0.375,8,0,0,0,28,1,3.9,willisc01,15:00,4,PHI,1,6,28,0,1,7,PHO,0,W (+18)
29,-9,0,0,0,0,34-289,1,7,04/01/2003,3,0.5,6,0,0,0,29,1,5.7,willisc01,18:00,1,LAL,2,6,29,1,1,8,PHO,0,W (+14)
30,2,0,0,0,1,34-290,0,1,05/01/2003,3,0.333,9,0,0,0,30,1,2.4,willisc01,24:00:00,3,LAL,4,6,30,0,0,4,PHO,@,L (-12)
31,-2,0,0,0,0,34-292,0,0,07/01/2003,0,0,0,0,0,0,31,0,0,willisc01,1:00,0,POR,0,0,31,0,0,0,PHO,@,W (+7)
32,5,0,0,0,1,34-293,0,6,08/01/2003,5,0.714,7,0,0,1,32,1,6.8,willisc01,29:00:00,0,UTA,6,10,32,0,0,6,PHO,@,L (-6)
33,10,0,0,0,0,34-295,1,2,10/01/2003,5,0.833,6,0,0,0,33,1,10.7,willisc01,24:00:00,6,MEM,4,10,33,0,1,8,PHO,0,W (+6)
34,7,0,0,0,1,34-297,0,5,12/01/2003,1,0.25,4,0,0,0,34,1,-2.6,willisc01,22:00,0,UTA,6,2,34,1,3,5,PHO,0,W (+8)
35,-3,0,0,0,0,34-299,0,2,14/01/2003,2,0.25,8,0,0,0,35,1,-0.1,willisc01,25:00:00,3,SAS,5,4,35,0,0,5,PHO,@,L (-8)
36,-13,0,0,0,0,34-300,0,2,15/01/2003,1,0.25,4,0,0,0,36,1,0.4,willisc01,14:00,2,HOU,3,2,36,0,0,4,PHO,@,L (-6)
37,4,0,0,0,0,34-302,0,0,17/01/2003,0,0,0,0,0,0,37,0,-1.8,willisc01,5:00,0,DAL,2,0,37,0,1,0,PHO,0,W (+5)
38,1,0,0,0,0,34-305,0,0,20/01/2003,2,0.4,5,0,0,0,38,1,0.4,willisc01,13:00,1,NOH,4,4,38,0,0,1,PHO,@,L (-12)
39,-1,0,0,0,0,34-307,1,1,22/01/2003,2,1,2,0,0,0,39,0,3.9,willisc01,7:00,1,MIA,3,4,39,0,0,2,PHO,@,L (-7)
40,0,0,0,1,0,34-309,0,0,24/01/2003,1,0.333,3,0,0,0,40,0,1,willisc01,1:00,1,ORL,0,2,40,0,0,1,PHO,@,W (+3)
42,-24,0,0,0,1,34-311,0,5,26/01/2003,6,0.667,9,2,1,2,41,1,13.3,willisc01,19:00,2,NYK,1,14,41,1,1,7,PHO,@,L (-8)
43,6,0,0,0,0,34-312,0,3,27/01/2003,4,0.571,7,1,1,1,42,0,6.4,willisc01,15:00,2,WAS,4,9,42,0,0,5,PHO,@,L (-5)
44,-13,0,0,0,1,34-314,0,5,29/01/2003,4,0.667,6,2,1,2,43,1,9.3,willisc01,30:00:00,1,LAL,5,10,43,1,0,6,PHO,0,L (-9)
45,4,0,0,0,0,34-316,0,1,31/01/2003,3,0.75,4,0,0,0,44,0,4.3,willisc01,6:00,0,LAC,1,6,44,0,0,1,PHO,@,W (+6)
46,2,0,0,0,0,34-317,1,0,01/02/2003,2,0.5,4,0,0,0,45,1,2.7,willisc01,9:00,0,GSW,0,4,45,0,0,0,PHO,0,W (+9)
47,1,0,0,0,0,34-319,0,0,03/02/2003,0,0,1,0,0,0,46,0,-1.1,willisc01,4:00,0,CHI,1,0,46,0,0,0,PHO,0,W (+4)
48,-9,0,0,1,0,34-327,0,1,11/02/2003,2,0.333,6,0,0,0,47,0,0.3,willisc01,12:00,0,LAC,4,4,47,1,0,1,PHO,0,L (-1)
49,-12,0,0,0,0,34-330,0,2,14/02/2003,2,1,2,0,0,0,48,1,1.8,willisc01,11:00,0,NYK,3,4,48,0,1,2,PHO,0,L (-1)
50,-9,0,0,0,0,34-335,0,0,19/02/2003,1,0.143,7,0,0,0,49,1,-3.3,willisc01,16:00,2,HOU,3,2,49,0,1,2,PHO,0,L (-18)
51,-6,0,0,0,0,34-337,0,1,21/02/2003,0,0,1,0,0,0,50,1,-2.2,willisc01,2:00,0,TOR,2,0,50,0,1,1,PHO,@,L (-3)
52,7,0,0,0,1,34-340,0,0,24/02/2003,1,0.5,2,0,0,0,51,0,0.9,willisc01,6:00,0,CHI,2,2,51,0,0,0,PHO,@,L (-3)
53,-1,0,0,0,0,34-342,0,0,26/02/2003,2,0.5,4,2,1,2,52,1,4.3,willisc01,14:00,1,MIL,1,6,52,1,1,1,PHO,@,W (+6)
54,3,0,0,0,0,34-345,1,2,01/03/2003,0,0,1,0,0,0,53,0,0.2,willisc01,9:00,0,NOH,1,0,53,0,0,2,PHO,0,L (-5)
55,11,0,0,0,2,34-348,1,3,04/03/2003,5,0.625,8,3,0.75,4,54,1,11.1,willisc01,28:00:00,1,SAS,4,13,54,2,2,4,PHO,@,W (+7)
56,8,0,0,0,1,34-349,0,0,05/03/2003,4,0.571,7,0,0,0,55,0,6.5,willisc01,21:00,1,POR,4,8,55,2,0,1,PHO,0,W (+6)
57,1,0,0,0,0,34-353,0,5,09/03/2003,1,0.2,5,2,1,2,56,1,3.3,willisc01,21:00,1,MIN,2,4,56,2,1,6,PHO,0,L (-7)
58,-18,0,0,0,1,34-355,0,2,11/03/2003,2,0.333,6,0,0,0,57,1,2.5,willisc01,19:00,2,GSW,2,4,57,1,1,4,PHO,@,L (-15)
59,-4,0,0,0,0,34-360,0,0,16/03/2003,0,0,0,0,0,0,58,0,0,willisc01,1:00,0,HOU,0,0,58,0,0,0,PHO,@,L (-10)
60,-6,0,0,0,0,34-363,0,0,19/03/2003,0,0,0,0,0,0,59,0,-0.8,willisc01,2:00,0,UTA,2,0,59,0,0,0,PHO,0,L (-13)
61,-2,0,0,0,0,35-000,0,1,21/03/2003,3,0.75,4,0,0,0,60,1,5.4,willisc01,14:00,1,WAS,0,6,60,0,0,2,PHO,0,W (+26)
63,0,0,0,0,0,35-001,0,0,22/03/2003,0,0,0,0,0,0,61,0,0,willisc01,2:00,0,DAL,0,0,61,0,0,0,PHO,@,L (-7)
64,7,0,0,0,0,35-005,0,5,26/03/2003,0,0,4,0,0,0,62,1,-2.1,willisc01,16:00,2,MEM,3,0,62,0,1,7,PHO,@,W (+2)
65,-9,0,0,0,0,35-007,1,1,28/03/2003,2,0.5,4,2,1,2,63,1,5.6,willisc01,14:00,0,DET,1,6,63,1,0,1,PHO,@,W (+3)
66,-8,0,0,0,0,35-009,1,2,30/03/2003,0,0,3,0,0,0,64,1,-0.2,willisc01,8:00,0,IND,1,0,64,1,0,2,PHO,@,L (-11)
67,7,0,0,0,0,35-011,0,0,01/04/2003,0,0,1,2,1,2,65,1,0.5,willisc01,8:00,0,DEN,2,2,65,0,0,0,PHO,0,W (+30)
68,-7,0,0,0,0,35-016,0,0,06/04/2003,2,0.333,6,0,0,0,66,0,1.2,willisc01,7:00,2,LAL,2,4,66,0,0,2,PHO,@,L (-2)
69,4,0,0,0,1,35-021,0,1,11/04/2003,0,0,0,0,0,0,67,0,1,willisc01,3:00,0,GSW,0,0,67,0,0,1,PHO,0,W (+16)
70,-10,0,0,0,0,35-023,0,1,13/04/2003,1,1,1,0,0,0,68,1,0.5,willisc01,13:00,1,SAS,3,2,68,0,1,2,PHO,0,W (+7)
71,-2,0,0,0,0,35-026,0,2,16/04/2003,0,0,3,0,0,0,69,1,-1.9,willisc01,7:00,0,SEA,1,0,69,0,0,2,PHO,@,L (-14)
0,-5,0,0,3,4,27-208,0,3,30/10/2002,2,0.286,7,0,0,0,1,0,2.2,willish01,22:00,0,CHI,1,4,1,1,2,3,BOS,0,L (-3)
2,-4,0,0,4,4,27-211,0,1,02/11/2002,5,0.556,9,0,0,0,3,0,10.8,willish01,27:00:00,0,NYK,0,10,3,3,1,1,BOS,@,W (+10)
5,18,0,0,0,2,27-218,1,5,09/11/2002,5,0.625,8,8,0.889,9,6,0,16.4,willish01,27:00:00,0,MIN,3,18,6,1,1,5,BOS,@,W (+6)
9,-19,0,0,3,1,27-225,0,2,16/11/2002,0,0,6,0,0,0,10,0,-6.5,willish01,23:00,0,MIL,4,0,10,0,2,2,BOS,@,L (-19)
18,4,0,0,2,2,27-245,0,2,06/12/2002,0,0,5,3,0.75,4,19,0,1.3,willish01,28:00:00,0,NYK,2,3,19,2,1,2,BOS,0,W (+11)
21,-5,0,0,2,2,27-250,0,2,11/12/2002,1,0.333,3,0,0,0,21,0,1.9,willish01,19:00,0,PHO,1,2,21,0,0,2,BOS,0,L (-9)
24,-13,0,0,2,3,27-255,0,1,16/12/2002,1,0.125,8,1,1,1,24,1,3.2,willish01,24:00:00,0,CHI,0,3,24,3,0,1,BOS,@,L (-11)
27,6,0,0,0,1,27-260,0,2,21/12/2002,2,0.333,6,3,0.6,5,27,0,3.9,willish01,32:00:00,0,CLE,3,7,27,1,0,2,BOS,@,W (+7)
28,-11,0,0,2,0,27-264,0,4,25/12/2002,2,0.4,5,0,0,0,28,0,3.5,willish01,26:00:00,0,NJN,0,4,28,2,1,4,BOS,@,L (-36)
29,-28,0,0,2,2,27-266,0,2,27/12/2002,1,0.167,6,0,0,0,29,0,1.5,willish01,30:00:00,1,MIA,1,2,29,2,1,3,BOS,@,L (-20)
35,-17,0,0,4,3,27-280,0,4,10/01/2003,0,0,7,0,0,0,35,0,-4,willish01,23:00,0,DAL,1,0,35,0,2,4,BOS,@,L (-25)
36,2,0,0,1,2,27-282,0,0,12/01/2003,2,0.667,3,0,0,0,36,0,2.7,willish01,6:00,0,SAS,1,4,36,0,1,0,BOS,@,L (-1)
37,-5,0,0,3,2,27-283,0,1,13/01/2003,0,0,4,0,0,0,37,0,-2.5,willish01,15:00,0,HOU,1,0,37,1,2,1,BOS,@,L (-9)
38,5,0,0,3,4,27-285,1,1,15/01/2003,1,0.167,6,1,1,1,38,0,4.9,willish01,27:00:00,1,ATL,2,3,38,2,0,2,BOS,0,W (+20)
39,11,0,0,1,3,27-288,0,1,18/01/2003,1,0.2,5,0,0,0,39,0,-0.9,willish01,16:00,0,MIL,3,2,39,0,1,1,BOS,@,W (+2)
40,-13,0,0,1,1,27-290,0,0,20/01/2003,0,0,1,0,0,0,40,0,-2.8,willish01,12:00,0,PHI,2,0,40,1,3,0,BOS,@,W (+1)
44,-9,0,0,0,1,27-298,0,1,28/01/2003,0,0,0,2,1,2,43,0,1,willish01,16:00,0,DET,5,2,43,1,1,1,BOS,@,L (-3)
46,-9,0,0,0,0,27-302,0,0,01/02/2003,1,0.5,2,0,0,0,45,0,0,willish01,4:00,0,IND,0,2,45,0,1,0,BOS,@,L (-9)
50,-3,0,0,2,1,27-316,0,2,15/02/2003,0,0,4,0,0,0,49,0,-2.9,willish01,9:00,0,LAC,1,0,49,0,1,2,BOS,@,W (+8)
51,2,0,0,2,3,27-317,0,1,16/02/2003,2,0.4,5,1,1,1,50,0,2.9,willish01,16:00,0,PHO,2,5,50,0,1,1,BOS,@,L (-10)
52,8,0,0,0,1,27-319,0,2,18/02/2003,0,0,0,0,0,0,51,0,1.3,willish01,7:00,0,GSW,0,0,51,0,0,2,BOS,@,W (+8)
55,-21,0,0,2,4,27-327,0,0,26/02/2003,0,0,5,0,0,0,54,0,-1.1,willish01,21:00,0,POR,1,0,54,1,1,0,DEN,0,L (-10)
64,4,0,0,5,6,27-345,2,1,16/03/2003,3,0.3,10,0,0,0,62,0,6.4,willish01,26:00:00,1,SEA,1,6,62,0,0,2,DEN,0,L (-8)
65,-10,0,0,1,4,27-347,0,1,18/03/2003,1,0.25,4,2,1,2,63,0,0.5,willish01,30:00:00,0,UTA,3,4,63,1,4,1,DEN,@,L (-18)
73,-8,0,0,1,4,27-361,0,1,01/04/2003,1,0.25,4,1,0.5,2,71,0,-3.5,willish01,26:00:00,0,PHO,2,3,71,0,6,1,DEN,@,L (-30)
74,-13,0,0,2,4,27-362,0,0,02/04/2003,0,0,5,0,0,0,72,0,0.3,willish01,18:00,0,NYK,0,0,72,2,1,0,DEN,0,L (-8)
78,-10,0,0,2,3,28-007,0,3,12/04/2003,5,0.417,12,2,0.333,6,76,1,6.1,willish01,28:00:00,1,LAC,4,12,76,0,0,4,DEN,0,L (-22)
1,-3,0,0,4,1,32-200,0,2,02/11/2002,0,0,4,0,0,0,2,0,-2.3,williwa02,22:00,2,PHO,3,0,2,0,1,4,DAL,0,W (+14)
9,9,0,0,1,0,32-214,1,4,16/11/2002,2,0.286,7,0,0,0,10,0,2,williwa02,21:00,2,NJN,3,4,10,0,0,6,DAL,@,W (+8)
11,11,0,0,0,2,32-219,1,3,21/11/2002,1,0.2,5,2,0.4,5,12,0,2.6,williwa02,28:00:00,1,HOU,2,4,12,0,0,4,DAL,0,W (+13)
13,16,0,0,2,1,32-225,0,2,27/11/2002,1,0.2,5,1,0.5,2,14,1,0.6,williwa02,20:00,0,DET,3,3,14,1,0,2,DAL,@,W (+20)
16,-5,0,0,0,2,32-230,0,0,02/12/2002,2,1,2,0,0,0,17,0,4.4,williwa02,10:00,0,TOR,1,4,17,0,0,0,DAL,0,W (+11)
18,-1,0,0,0,0,32-234,0,2,06/12/2002,2,0.4,5,0,0,0,19,0,3.5,williwa02,17:00,2,LAL,2,4,19,1,0,4,DAL,@,L (-2)
19,9,0,0,3,1,32-239,1,7,11/12/2002,0,0,6,0,0,0,20,0,0.4,williwa02,25:00:00,1,SAS,4,0,20,2,0,8,DAL,@,L (-7)
22,-1,0,0,1,2,32-245,0,5,17/12/2002,1,0.25,4,1,0.5,2,22,0,3.6,williwa02,29:00:00,1,IND,3,3,22,2,1,6,DAL,0,W (+21)
24,2,0,0,4,1,32-248,1,4,20/12/2002,1,0.2,5,2,1,2,24,0,1.9,williwa02,20:00,0,UTA,4,4,24,1,1,4,DAL,0,L (-12)
26,0,0,0,1,0,32-254,0,0,26/12/2002,1,0.5,2,0,0,0,26,0,1,williwa02,4:00,0,NOH,0,2,26,0,0,0,DAL,@,W (+2)
27,12,0,0,3,1,32-265,0,2,06/01/2003,1,0.2,5,2,1,2,27,0,1.5,williwa02,16:00,1,DEN,1,4,27,1,2,3,DAL,0,W (+15)
30,-3,0,0,1,0,32-271,1,0,12/01/2003,1,0.5,2,0,0,0,30,0,0.3,williwa02,8:00,0,LAC,1,2,30,0,1,0,DAL,@,W (+6)
31,-16,0,0,2,2,32-274,0,4,15/01/2003,3,0.333,9,0,0,2,31,0,-0.6,williwa02,30:00:00,1,SAC,5,6,31,0,2,5,DAL,@,L (-29)
33,-9,0,0,0,1,32-278,0,0,19/01/2003,1,0.5,2,0,0,0,33,0,1.3,williwa02,6:00,0,SEA,1,2,33,0,0,0,DAL,@,L (-4)
36,-10,0,0,1,0,32-283,0,1,24/01/2003,0,0,1,1,0.5,2,36,0,-0.6,williwa02,5:00,0,NYK,2,1,36,0,0,1,DAL,@,W (+11)
37,9,0,0,1,0,32-285,1,1,26/01/2003,0,0,1,0,0,0,37,0,1.3,williwa02,6:00,0,POR,0,0,37,1,0,1,DAL,0,L (-7)
42,-10,0,0,0,0,32-293,1,0,03/02/2003,0,0,0,0,0,0,41,0,0.2,williwa02,13:00,1,UTA,3,0,41,0,0,1,DAL,@,W (+2)
44,-7,0,0,1,0,32-301,0,1,11/02/2003,0,0,2,0,0,0,43,0,-2.3,williwa02,9:00,0,MIN,3,0,43,0,0,1,DAL,@,L (-2)
47,-4,0,0,0,0,32-305,0,0,15/02/2003,0,0,1,0,0,0,46,0,-0.7,williwa02,5:00,0,MIA,0,0,46,0,0,0,DAL,0,W (+6)
50,4,0,0,1,0,32-311,0,2,21/02/2003,1,0.5,2,0,0,0,49,0,0.8,williwa02,18:00,0,HOU,2,2,49,0,0,2,DAL,@,W (+15)
55,-5,0,0,1,0,32-322,0,0,04/03/2003,2,0.5,4,0,0,0,54,0,1.2,williwa02,9:00,0,NJN,2,4,54,1,1,0,DAL,0,W (+9)
56,7,0,0,0,0,32-328,0,3,10/03/2003,0,0,2,0,0,0,55,0,0.5,williwa02,13:00,2,MIN,1,0,55,1,1,5,DAL,0,L (-9)
57,1,0,0,0,0,32-331,1,0,13/03/2003,0,0,1,0,0,0,56,0,-1.8,williwa02,5:00,0,SEA,2,0,56,0,1,0,DAL,@,L (-7)
